iter	MultiClass
161	0.2978328452
162	0.2968909357
163	0.2953083786
164	0.2946115938
165	0.2936168337
166	0.2929126382
167	0.292542661
168	0.2914408934
169	0.2907414026
170	0.2901652411
171	0.2896896864
172	0.2890392528
173	0.2880068725
174	0.2872784179
175	0.2866315425
176	0.2858559322
177	0.2849844291
178	0.2842161347
179	0.2832259903
180	0.2827698027
181	0.2812216886
182	0.2801441315
183	0.2795570338
184	0.2790468739
185	0.2783168029
186	0.2779076379
187	0.2774965026
188	0.2761703202
189	0.2750271696
190	0.2744677822
191	0.2738143248
192	0.2729961887
193	0.2726719363
194	0.2722677295
195	0.2719864861
196	0.2713696217
197	0.2707646125
198	0.2699348743
199	0.2689911709
200	0.2683639655
201	0.2674643517
202	0.2665033764
203	0.2659230273
204	0.2654858907
205	0.2650164232
206	0.2644998475
207	0.2636864235
208	0.2632210078
209	0.2623830345
210	0.261999062
211	0.2613656821
212	0.2604097504
213	0.2596012416
214	0.2590424507
215	0.2585868477
216	0.2579617152
217	0.2570004581
218	0.2566134994
219	0.256322253
220	0.2557078633
221	0.255402477
222	0.2550437604
223	0.2546588836
224	0.2543676183
225	0.2540771468
226	0.2531372877
227	0.2523973511
228	0.2516490747
229	0.2509657926
230	0.2506183564
231	0.2501957319
232	0.2499435328
233	0.249221809
234	0.2485827181
235	0.2480563429
236	0.2475381793
237	0.2472770511
238	0.2465840557
239	0.2459102015
240	0.2452386262
241	0.2448710188
242	0.2443160083
243	0.2438603281
244	0.2433663995
245	0.2430942287
246	0.242352971
247	0.2418960873
248	0.2413561102
249	0.240408129
250	0.2400044109
251	0.2396961512
252	0.2394156126
253	0.2386398245
254	0.23815983
255	0.2375319262
256	0.237139081
257	0.2364947067
258	0.2359852342
259	0.2349635589
260	0.2348031807
261	0.234369028
262	0.2340493512
263	0.2334786967
264	0.2329640384
265	0.2326777885
266	0.2323494205
267	0.2315763897
268	0.2307405143
269	0.2299427641
270	0.2296076906
271	0.2290753691
272	0.2285340191
273	0.2279716621
274	0.2276355194
275	0.2271499046
276	0.2267211029
277	0.226514099
278	0.2259244643
279	0.2255741212
280	0.2249707476
281	0.2246809937
282	0.2245223796
283	0.2241162789
284	0.223687818
285	0.2233980375
286	0.2231690977
287	0.2229260075
288	0.222709503
289	0.2220615699
290	0.2213990979
291	0.2211124908
292	0.2207963183
293	0.2203804202
294	0.2196313155
295	0.2194319961
296	0.2190213977
297	0.2183593604
298	0.2175954837
299	0.2172252864
300	0.2165847919
301	0.2163569342
302	0.2161173663
303	0.2158960409
304	0.2155109255
305	0.2151445033
306	0.214564545
307	0.2142285504
308	0.213935794
309	0.2135178133
310	0.2129411223
311	0.2126139854
312	0.2124453769
313	0.2120491928
314	0.2112669803
315	0.2106944009
316	0.210343421
317	0.2100516899
318	0.2096291437
319	0.2093227708
320	0.2086934177
321	0.2082911335
322	0.2079700057
323	0.2075293754
324	0.2072105836
325	0.2069845849
326	0.2064537943
327	0.206172149
328	0.2058586519
329	0.2054557327
330	0.2049830391
331	0.2044754842
332	0.2040517254
333	0.2036961352
334	0.2034527582
335	0.2025922556
336	0.202169774
337	0.2016782791
338	0.2014408209
339	0.2011434355
340	0.2008216877
341	0.2006303434
342	0.2003612188
343	0.1998580286
344	0.199390079
345	0.1989184995
346	0.1984829233
347	0.1982642104
348	0.1978621444
349	0.1976631422
350	0.1973982525
351	0.1968994522
352	0.1966669993
353	0.1965066257
354	0.1961989258
355	0.1958010271
356	0.1955757112
357	0.1952945143
358	0.1948621865
359	0.1942669267
360	0.1941112061
361	0.1938429909
362	0.193231764
363	0.192899101
364	0.1925263221
365	0.1922291608
366	0.1917077384
367	0.1914350103
368	0.1910641677
369	0.190847128
370	0.1906794222
371	0.1902326784
372	0.1901095206
373	0.1899018514
374	0.1895791308
375	0.1892659079
376	0.1881322352
377	0.1879200923
378	0.1876427766
379	0.1872251008
380	0.1868506107
381	0.1866812079
382	0.1862638277
383	0.1857125721
384	0.1853422667
385	0.1850622836
386	0.1849659564
387	0.1846890157
388	0.1842557913
389	0.1839655446
390	0.1837781467
391	0.1836130558
392	0.1834471702
393	0.1831017622
394	0.1827054355
395	0.1824738877
396	0.1821613754
397	0.1815350249
398	0.1813039638
399	0.1810315362
400	0.180745317
401	0.180403278
402	0.1801594194
403	0.1799024025
404	0.179662808
405	0.179493644
406	0.1790300502
407	0.1789003925
408	0.1785255666
409	0.178162529
410	0.1779753424
411	0.1774505192
412	0.1769032745
413	0.1764502477
414	0.1761124269
415	0.175855042
416	0.1757146391
417	0.1755410266
418	0.175209532
419	0.17503608
420	0.174437985
421	0.174074039
422	0.1739282383
423	0.1736361711
424	0.1735130689
425	0.173181501
426	0.1730838965
427	0.172919178
428	0.1724857733
429	0.1721488372
430	0.1717989208
431	0.1717096556
432	0.1715041235
433	0.171222786
434	0.1709823637
435	0.1706513027
436	0.1705205993
437	0.1703739756
438	0.1700771435
439	0.1696409803
440	0.1694444146
441	0.1691038046
442	0.168902071
443	0.1687651389
444	0.1683105088
445	0.1680989315
446	0.1679023443
447	0.1677085662
448	0.1675889217
449	0.167206163
450	0.1669825074
451	0.1668334146
452	0.1665996917
453	0.1664214132
454	0.166163418
455	0.1657618928
456	0.1655406281
457	0.165395841
458	0.1653338714
459	0.1648566811
460	0.1645827383
461	0.1640496186
462	0.1638589952
463	0.1637037879
464	0.1634168802
465	0.1631333956
466	0.1629030379
467	0.1627727928
468	0.1626314885
469	0.1625171531
470	0.1621692959
471	0.1620249297
472	0.1618588115
473	0.1615718613
474	0.1614266981
475	0.1612912537
476	0.1612102562
477	0.1610600396
478	0.1608475068
479	0.16063111
480	0.1603558049
481	0.1598807511
482	0.159762483
483	0.1594798585
484	0.1592809806
485	0.15888326
486	0.1587889631
487	0.1586676206
488	0.1585218558
489	0.1583091631
490	0.1581912879
491	0.157896238
492	0.157484971
493	0.1573217663
494	0.157104536
495	0.1570307829
496	0.1567654088
497	0.1563199157
498	0.1560794671
499	0.155822151
500	0.1556462399
501	0.1553251183
502	0.1548982922
503	0.1547732439
504	0.1543635408
505	0.1542470321
506	0.1539682649
507	0.1535753789
508	0.1531604314
509	0.1527894789
510	0.1523103055
511	0.1521535855
512	0.1519358859
513	0.1516130326
514	0.1512159357
515	0.1510202377
516	0.1506219973
517	0.1503911904
518	0.1502068543
519	0.1499163859
520	0.1497419106
521	0.1495169787
522	0.1491735658
523	0.1489153029
524	0.1486489434
525	0.1485275198
526	0.1482955332
527	0.148170771
528	0.148046235
529	0.1478912242
530	0.1477286427
531	0.1472202732
532	0.1471746433
533	0.1469540835
534	0.1465531648
535	0.1461021967
536	0.145946432
537	0.1458031423
538	0.1456456574
539	0.1454120632
540	0.1451857419
541	0.1449700208
542	0.1447747662
543	0.1445849385
544	0.1445046062
545	0.1443074869
546	0.1441707101
547	0.1439087399
548	0.1436809419
549	0.1435492574
550	0.1433634867
551	0.1431863975
552	0.1429389163
553	0.1427943613
554	0.1426654035
555	0.1425414486
556	0.1423852095
557	0.1422568886
558	0.1421014351
559	0.1416616654
560	0.1415214044
561	0.1413920476
562	0.1411503447
563	0.1410442756
564	0.1409261532
565	0.1407477032
566	0.1405666047
567	0.1404815245
568	0.1400663767
569	0.1398439401
570	0.1392479975
571	0.1391052342
572	0.1388443929
573	0.1387179749
574	0.1384845644
575	0.1381827669
576	0.1380602168
577	0.1379623397
578	0.1378191478
579	0.1375053571
580	0.1372111759
581	0.1370939241
582	0.1369169626
583	0.1367749562
584	0.1364068566
585	0.1362848199
586	0.1360703019
587	0.135943193
588	0.1356950077
589	0.1355632131
590	0.1354839523
591	0.1352109242
592	0.1351517072
593	0.1348941241
594	0.1348294397
595	0.1347592693
596	0.1345991519
597	0.1344924149
598	0.1343079564
599	0.1340652716
600	0.1339468878
601	0.1337545379
602	0.1335101586
603	0.1331072972
604	0.1330610206
605	0.1329065397
606	0.1327312979
607	0.1326190463
608	0.1323761841
609	0.1322499351
610	0.1319796206
611	0.1318665482
612	0.1316481597
613	0.1314066521
614	0.1311539901
615	0.1309420416
616	0.1307413597
617	0.1302633013
618	0.1300225384
619	0.1298877988
620	0.1298043223
621	0.1295723386
622	0.1294681192
623	0.129359473
624	0.1291679928
625	0.1289533458
626	0.128871528
627	0.1287343079
628	0.1284326077
629	0.1283171618
630	0.1282069412
631	0.1279426153
632	0.1276747678
633	0.1275435264
634	0.1274612257
635	0.1273832373
636	0.1271397137
637	0.126861411
638	0.1264723225
639	0.1264038158
640	0.1261419844
641	0.1260190505
642	0.1257666436
643	0.1255789827
644	0.1254522747
645	0.1251351098
646	0.1248473762
647	0.1246678147
648	0.1244629483
649	0.1243286206
650	0.1241899105
651	0.124107961
652	0.1240430481
653	0.1238574133
654	0.1236030241
655	0.1234284893
656	0.123256138
657	0.1230592495
658	0.1228992859
659	0.1227503791
660	0.1226658087
661	0.1224842567
662	0.1222887591
663	0.1222199361
664	0.1219680146
665	0.1216954065
666	0.1214271353
667	0.1213363741
668	0.1211502834
669	0.1209206484
670	0.1208572697
671	0.1207540535
672	0.120641169
673	0.1204854683
674	0.1203032004
675	0.1202054288
676	0.1201099269
677	0.1199162432
678	0.1197452286
679	0.1195876865
680	0.1194673992
681	0.1193727156
682	0.119271693
683	0.1191062535
684	0.1190010241
685	0.1189213131
686	0.1187579606
687	0.1186377368
688	0.1184587338
689	0.1183543841
690	0.1182114632
691	0.1181208454
692	0.1179968467
693	0.1177136294
694	0.1175225901
695	0.1173473112
696	0.1171334515
697	0.1168352872
698	0.1167172273
699	0.1166326874
700	0.1164169678
701	0.1162479214
702	0.116060941
703	0.1159436555
704	0.1158111985
705	0.1155585499
706	0.1154530922
707	0.1152972339
708	0.1151993046
709	0.1150802443
710	0.1150054673
711	0.114841346
712	0.1144567295
713	0.1144063354
714	0.1142769925
715	0.1141790881
716	0.1141023482
717	0.1137774102
718	0.113710539
719	0.1136443065
720	0.1133785562
721	0.1132628458
722	0.1132080901
723	0.1131396251
724	0.1129647106
725	0.1127112204
726	0.1125022577
727	0.1123688551
728	0.1122864939
729	0.1121946684
730	0.1120241005
731	0.1118149299
732	0.1117602216
733	0.1116039682
734	0.1113773943
735	0.1111719875
736	0.1110477965
737	0.1108268479
738	0.1107360558
739	0.1106090715
740	0.1104921474
741	0.1104388152
742	0.1101238692
743	0.1099124491
744	0.1096371372
745	0.1094232238
746	0.1093271316
747	0.1092006127
748	0.1091488244
749	0.1089664022
750	0.1087619327
751	0.1086887606
752	0.1086009133
753	0.1083924469
754	0.108341996
755	0.1082673115
756	0.1081644557
757	0.1079628061
758	0.1078835317
759	0.107802215
760	0.1077517019
761	0.1077103177
762	0.107628517
763	0.1074669093
764	0.1074252439
765	0.1072701684
766	0.1070740324
767	0.1069333832
768	0.106860186
769	0.1067136022
770	0.1066299374
771	0.1064705646
772	0.106379835
773	0.1063298694
774	0.1061225394
775	0.1059610884
776	0.1058811714
777	0.1058005816
778	0.1056834417
779	0.1055912207
780	0.1055387494
781	0.105437484
782	0.1053695498
783	0.1052740082
784	0.1051932932
785	0.1050735293
786	0.1049273713
787	0.1047947446
788	0.1046892383
789	0.1045852319
790	0.1043339882
791	0.1042610504
792	0.1042050246
793	0.1040870453
794	0.1039243925
795	0.1037970476
796	0.1036952639
797	0.1036456256
798	0.1034990175
799	0.1033439619
800	0.1032165047
801	0.1031464676
802	0.1030670764
803	0.102874966
804	0.1028035446
805	0.1026073596
806	0.102437199
807	0.1022701607
808	0.1021665571
809	0.1019919577
810	0.1018952409
811	0.1017828048
812	0.1017303522
813	0.1015990793
814	0.1014954399
815	0.1013595075
816	0.1011294106
817	0.1010500377
818	0.1009820296
819	0.100848966
820	0.1007728343
821	0.1006195101
822	0.1005588491
823	0.1004944533
824	0.1002423887
825	0.1001790943
826	0.1000780282
827	0.09994830666
828	0.09985425434
829	0.09976355389
830	0.09965451202
831	0.09959841497
832	0.09951367346
833	0.09940874157
834	0.09929958694
835	0.09919825683
836	0.09901961179
837	0.0989481202
838	0.09885465391
839	0.09864274567
840	0.0983981741
841	0.09832685855
842	0.09821693185
843	0.09808425941
844	0.09800974053
845	0.09786993374
846	0.09774498466
847	0.09759881731
848	0.09735017657
849	0.097284867
850	0.09722268119
851	0.09714651224
852	0.09694604591
853	0.09676913159
854	0.0966678268
855	0.09662060315
856	0.09635128323
857	0.09626802528
858	0.09614196182
859	0.09601871558
860	0.09585972412
861	0.09575205232
862	0.09560806745
863	0.09554872069
864	0.0954410592
865	0.09522558461
866	0.09514075021
867	0.09507456902
868	0.09496438926
869	0.09486731143
870	0.09483219366
871	0.09477069211
872	0.09472412437
873	0.09457088941
874	0.09447386439
875	0.09440680883
876	0.0943489175
877	0.09414664547
878	0.09399643917
879	0.09389768922
880	0.09373772249
881	0.09363691985
882	0.09348226436
883	0.09341543784
884	0.09327466817
885	0.09319838585
886	0.09310290982
887	0.09305888472
888	0.09294391896
889	0.09279877054
890	0.09265892765
891	0.09261695046
892	0.09251657896
893	0.09239648129
894	0.09234736291
895	0.09226668363
896	0.09213976245
897	0.09206427862
898	0.09196561175
899	0.0918757257
900	0.09181294842
901	0.09171435771
902	0.09165199344
903	0.09151651233
904	0.09139441883
905	0.09131845326
906	0.09119493977
907	0.09113786679
908	0.09101140176
909	0.09080651145
910	0.09071735617
911	0.09060725868
912	0.09049991945
913	0.09032482921
914	0.09015298335
915	0.09010050243
916	0.08993108039
917	0.08979699741
918	0.08973709562
919	0.08963677158
920	0.08957724862
921	0.08941518284
922	0.08935505394
923	0.08915611071
924	0.08908270465
925	0.08897394258
926	0.08884948062
927	0.0887396268
928	0.0886302093
929	0.08855725835
930	0.08848333327
931	0.08836480353
932	0.08818685137
933	0.08810392404
934	0.08802348478
935	0.08794976836
936	0.08786161475
937	0.08778234411
938	0.08773896063
939	0.08768439927
940	0.08766205297
941	0.08757796708
942	0.0874164687
943	0.08733336782
944	0.08723847419
945	0.0870541866
946	0.08696790598
947	0.08685530779
948	0.08679639497
949	0.08670278532
950	0.08655754023
951	0.08641905208
952	0.08633457484
953	0.08624834161
954	0.08620744585
955	0.08615607593
956	0.08599341028
957	0.08582838472
958	0.08574897089
959	0.08563915536
960	0.08551336665
961	0.08541403717
962	0.08533593464
963	0.08529053374
964	0.0852343483
965	0.08517271805
966	0.08509414232
967	0.08504453854
968	0.08501084521
969	0.08487836287
970	0.08483951167
971	0.08477991107
972	0.08462663985
973	0.08452981986
974	0.08445586177
975	0.08435997394
976	0.08429279894
977	0.08420519114
978	0.08408798323
979	0.084035389
980	0.08393504076
981	0.08388855158
982	0.0837525592
983	0.08371889987
984	0.08343384
985	0.08331641425
986	0.08322025052
987	0.08318180335
988	0.08305305672
989	0.08298197957
990	0.08293201941
991	0.08288474731
992	0.0828241494
993	0.08276800064
994	0.08268946353
995	0.08257834518
996	0.08236316104
997	0.08231004992
998	0.08220206572
999	0.08211741719
